Game ID,Game Name,Bet Name,Market Name,Sportsbook,line,Odds
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Over 73.5,Team Total,DraftKings,73.5,360.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Over 74.5,Team Total,DraftKings,74.5,425.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Over 75.5,Team Total,DraftKings,75.5,475.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 55.5,Team Total,DraftKings,55.5,450.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 56.5,Team Total,DraftKings,56.5,380.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 57.5,Team Total,DraftKings,57.5,320.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 58.5,Team Total,DraftKings,58.5,270.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 59.5,Team Total,DraftKings,59.5,225.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 60.5,Team Total,DraftKings,60.5,185.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 61.5,Team Total,DraftKings,61.5,155.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 62.5,Team Total,DraftKings,62.5,130.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 63.5,Team Total,DraftKings,63.5,110.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 65.5,Team Total,DraftKings,65.5,-130.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 66.5,Team Total,DraftKings,66.5,-155.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 67.5,Team Total,DraftKings,67.5,-180.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 68.5,Team Total,DraftKings,68.5,-220.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 69.5,Team Total,DraftKings,69.5,-265.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 70.5,Team Total,DraftKings,70.5,-330.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 71.5,Team Total,DraftKings,71.5,-400.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 72.5,Team Total,DraftKings,72.5,-500.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 73.5,Team Total,DraftKings,73.5,-600.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 74.5,Team Total,DraftKings,74.5,-750.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson Under 75.5,Team Total,DraftKings,75.5,-900.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 61.5,Team Total,DraftKings,61.5,-750.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 62.5,Team Total,DraftKings,62.5,-600.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 63.5,Team Total,DraftKings,63.5,-475.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 64.5,Team Total,DraftKings,64.5,-390.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 65.5,Team Total,DraftKings,65.5,-330.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 66.5,Team Total,DraftKings,66.5,-270.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 67.5,Team Total,DraftKings,67.5,-225.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 68.5,Team Total,DraftKings,68.5,-190.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 69.5,Team Total,DraftKings,69.5,-160.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 70.5,Team Total,DraftKings,70.5,-135.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 72.5,Team Total,DraftKings,72.5,105.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 73.5,Team Total,DraftKings,73.5,120.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 74.5,Team Total,DraftKings,74.5,145.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 75.5,Team Total,DraftKings,75.5,170.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 76.5,Team Total,DraftKings,76.5,200.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 77.5,Team Total,DraftKings,77.5,235.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 78.5,Team Total,DraftKings,78.5,275.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 79.5,Team Total,DraftKings,79.5,320.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 80.5,Team Total,DraftKings,80.5,370.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Over 81.5,Team Total,DraftKings,81.5,425.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 61.5,Team Total,DraftKings,61.5,425.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 62.5,Team Total,DraftKings,62.5,360.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 63.5,Team Total,DraftKings,63.5,310.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 64.5,Team Total,DraftKings,64.5,265.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 65.5,Team Total,DraftKings,65.5,225.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 66.5,Team Total,DraftKings,66.5,190.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 67.5,Team Total,DraftKings,67.5,165.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 68.5,Team Total,DraftKings,68.5,140.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 69.5,Team Total,DraftKings,69.5,115.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 70.5,Team Total,DraftKings,70.5,100.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 72.5,Team Total,DraftKings,72.5,-140.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 73.5,Team Total,DraftKings,73.5,-165.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 74.5,Team Total,DraftKings,74.5,-200.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 75.5,Team Total,DraftKings,75.5,-235.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 76.5,Team Total,DraftKings,76.5,-280.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 77.5,Team Total,DraftKings,77.5,-340.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 78.5,Team Total,DraftKings,78.5,-425.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 79.5,Team Total,DraftKings,79.5,-500.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 80.5,Team Total,DraftKings,80.5,-650.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason Under 81.5,Team Total,DraftKings,81.5,-800.0
17620-17252-2024-12-31,George Mason vs Davidson,Over 136,Total Points,DraftKings,136.0,-112.0
17620-17252-2024-12-31,George Mason vs Davidson,Under 136,Total Points,DraftKings,136.0,-108.0
17620-17252-2024-12-31,George Mason vs Davidson,Davidson,Moneyline,DraftKings,,220.0
17620-17252-2024-12-31,George Mason vs Davidson,George Mason,Moneyline,DraftKings,,-270.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne +3,Point Spread,DraftKings,3.0,-112.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island -3,Point Spread,DraftKings,-3.0,-108.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 60.5,Team Total,DraftKings,60.5,-750.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 61.5,Team Total,DraftKings,61.5,-600.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 62.5,Team Total,DraftKings,62.5,-475.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 63.5,Team Total,DraftKings,63.5,-370.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 64.5,Team Total,DraftKings,64.5,-310.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 65.5,Team Total,DraftKings,65.5,-250.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 66.5,Team Total,DraftKings,66.5,-210.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 67.5,Team Total,DraftKings,67.5,-175.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 68.5,Team Total,DraftKings,68.5,-145.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 70.5,Team Total,DraftKings,70.5,-105.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 71.5,Team Total,DraftKings,71.5,115.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 72.5,Team Total,DraftKings,72.5,135.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 73.5,Team Total,DraftKings,73.5,160.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 74.5,Team Total,DraftKings,74.5,190.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 75.5,Team Total,DraftKings,75.5,225.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 76.5,Team Total,DraftKings,76.5,265.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 77.5,Team Total,DraftKings,77.5,310.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 78.5,Team Total,DraftKings,78.5,360.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 79.5,Team Total,DraftKings,79.5,425.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Over 80.5,Team Total,DraftKings,80.5,500.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 60.5,Team Total,DraftKings,60.5,425.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 61.5,Team Total,DraftKings,61.5,360.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 62.5,Team Total,DraftKings,62.5,300.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 63.5,Team Total,DraftKings,63.5,255.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 64.5,Team Total,DraftKings,64.5,215.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 65.5,Team Total,DraftKings,65.5,180.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 66.5,Team Total,DraftKings,66.5,150.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 67.5,Team Total,DraftKings,67.5,125.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 68.5,Team Total,DraftKings,68.5,105.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 70.5,Team Total,DraftKings,70.5,-130.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 71.5,Team Total,DraftKings,71.5,-155.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 72.5,Team Total,DraftKings,72.5,-185.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 73.5,Team Total,DraftKings,73.5,-225.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 74.5,Team Total,DraftKings,74.5,-270.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 75.5,Team Total,DraftKings,75.5,-330.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 76.5,Team Total,DraftKings,76.5,-390.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 77.5,Team Total,DraftKings,77.5,-475.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 78.5,Team Total,DraftKings,78.5,-600.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 79.5,Team Total,DraftKings,79.5,-750.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne Under 80.5,Team Total,DraftKings,80.5,-1000.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 62.5,Team Total,DraftKings,62.5,-900.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 63.5,Team Total,DraftKings,63.5,-700.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 64.5,Team Total,DraftKings,64.5,-550.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 65.5,Team Total,DraftKings,65.5,-450.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 66.5,Team Total,DraftKings,66.5,-360.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 67.5,Team Total,DraftKings,67.5,-290.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 68.5,Team Total,DraftKings,68.5,-235.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 69.5,Team Total,DraftKings,69.5,-195.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 70.5,Team Total,DraftKings,70.5,-165.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 71.5,Team Total,DraftKings,71.5,-135.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 73.5,Team Total,DraftKings,73.5,105.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 74.5,Team Total,DraftKings,74.5,125.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 75.5,Team Total,DraftKings,75.5,150.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 76.5,Team Total,DraftKings,76.5,175.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 77.5,Team Total,DraftKings,77.5,205.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 78.5,Team Total,DraftKings,78.5,245.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 79.5,Team Total,DraftKings,79.5,290.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 80.5,Team Total,DraftKings,80.5,340.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 81.5,Team Total,DraftKings,81.5,400.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Over 82.5,Team Total,DraftKings,82.5,475.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 62.5,Team Total,DraftKings,62.5,475.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 63.5,Team Total,DraftKings,63.5,400.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 64.5,Team Total,DraftKings,64.5,340.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 65.5,Team Total,DraftKings,65.5,290.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 66.5,Team Total,DraftKings,66.5,245.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 67.5,Team Total,DraftKings,67.5,205.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 68.5,Team Total,DraftKings,68.5,170.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 69.5,Team Total,DraftKings,69.5,140.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 70.5,Team Total,DraftKings,70.5,120.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 71.5,Team Total,DraftKings,71.5,100.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 73.5,Team Total,DraftKings,73.5,-145.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 74.5,Team Total,DraftKings,74.5,-170.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 75.5,Team Total,DraftKings,75.5,-205.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 76.5,Team Total,DraftKings,76.5,-245.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 77.5,Team Total,DraftKings,77.5,-295.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 78.5,Team Total,DraftKings,78.5,-360.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 79.5,Team Total,DraftKings,79.5,-450.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 80.5,Team Total,DraftKings,80.5,-550.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 81.5,Team Total,DraftKings,81.5,-700.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island Under 82.5,Team Total,DraftKings,82.5,-900.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Over 142,Total Points,DraftKings,142.0,-112.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Under 142,Total Points,DraftKings,142.0,-108.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Duquesne,Moneyline,DraftKings,,136.0
19624-10261-2024-12-31,Duquesne vs Rhode Island,Rhode Island,Moneyline,DraftKings,,-162.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas -12.5,Point Spread,DraftKings,-12.5,-115.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia +12.5,Point Spread,DraftKings,12.5,-105.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 67.5,Team Total,DraftKings,67.5,-900.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 68.5,Team Total,DraftKings,68.5,-700.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 69.5,Team Total,DraftKings,69.5,-550.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 70.5,Team Total,DraftKings,70.5,-450.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 71.5,Team Total,DraftKings,71.5,-370.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 72.5,Team Total,DraftKings,72.5,-300.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 73.5,Team Total,DraftKings,73.5,-250.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 74.5,Team Total,DraftKings,74.5,-210.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 75.5,Team Total,DraftKings,75.5,-175.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 76.5,Team Total,DraftKings,76.5,-145.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 78.5,Team Total,DraftKings,78.5,-105.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 79.5,Team Total,DraftKings,79.5,110.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 80.5,Team Total,DraftKings,80.5,130.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 81.5,Team Total,DraftKings,81.5,155.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 82.5,Team Total,DraftKings,82.5,185.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 83.5,Team Total,DraftKings,83.5,215.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 84.5,Team Total,DraftKings,84.5,255.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 85.5,Team Total,DraftKings,85.5,300.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 86.5,Team Total,DraftKings,86.5,350.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Over 87.5,Team Total,DraftKings,87.5,400.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 67.5,Team Total,DraftKings,67.5,450.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 68.5,Team Total,DraftKings,68.5,400.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 69.5,Team Total,DraftKings,69.5,340.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 70.5,Team Total,DraftKings,70.5,290.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 71.5,Team Total,DraftKings,71.5,250.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 72.5,Team Total,DraftKings,72.5,210.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 73.5,Team Total,DraftKings,73.5,180.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 74.5,Team Total,DraftKings,74.5,150.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 75.5,Team Total,DraftKings,75.5,130.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 76.5,Team Total,DraftKings,76.5,110.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 78.5,Team Total,DraftKings,78.5,-125.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 79.5,Team Total,DraftKings,79.5,-150.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 80.5,Team Total,DraftKings,80.5,-180.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 81.5,Team Total,DraftKings,81.5,-215.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 82.5,Team Total,DraftKings,82.5,-255.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 83.5,Team Total,DraftKings,83.5,-310.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 84.5,Team Total,DraftKings,84.5,-380.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 85.5,Team Total,DraftKings,85.5,-475.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 86.5,Team Total,DraftKings,86.5,-575.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas Under 87.5,Team Total,DraftKings,87.5,-750.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 55.5,Team Total,DraftKings,55.5,-900.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 56.5,Team Total,DraftKings,56.5,-700.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 57.5,Team Total,DraftKings,57.5,-525.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 58.5,Team Total,DraftKings,58.5,-425.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 59.5,Team Total,DraftKings,59.5,-330.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 60.5,Team Total,DraftKings,60.5,-275.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 61.5,Team Total,DraftKings,61.5,-225.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 62.5,Team Total,DraftKings,62.5,-185.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 63.5,Team Total,DraftKings,63.5,-155.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 64.5,Team Total,DraftKings,64.5,-130.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 66.5,Team Total,DraftKings,66.5,110.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 67.5,Team Total,DraftKings,67.5,130.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 68.5,Team Total,DraftKings,68.5,155.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 69.5,Team Total,DraftKings,69.5,185.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 70.5,Team Total,DraftKings,70.5,215.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 71.5,Team Total,DraftKings,71.5,255.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 72.5,Team Total,DraftKings,72.5,300.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 73.5,Team Total,DraftKings,73.5,350.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 74.5,Team Total,DraftKings,74.5,400.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Over 75.5,Team Total,DraftKings,75.5,475.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 55.5,Team Total,DraftKings,55.5,475.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 56.5,Team Total,DraftKings,56.5,400.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 57.5,Team Total,DraftKings,57.5,330.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 58.5,Team Total,DraftKings,58.5,275.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 59.5,Team Total,DraftKings,59.5,230.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 60.5,Team Total,DraftKings,60.5,195.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 61.5,Team Total,DraftKings,61.5,165.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 62.5,Team Total,DraftKings,62.5,135.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 63.5,Team Total,DraftKings,63.5,115.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 64.5,Team Total,DraftKings,64.5,-105.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 66.5,Team Total,DraftKings,66.5,-150.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 67.5,Team Total,DraftKings,67.5,-180.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 68.5,Team Total,DraftKings,68.5,-215.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 69.5,Team Total,DraftKings,69.5,-255.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 70.5,Team Total,DraftKings,70.5,-310.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 71.5,Team Total,DraftKings,71.5,-380.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 72.5,Team Total,DraftKings,72.5,-450.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 73.5,Team Total,DraftKings,73.5,-550.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 74.5,Team Total,DraftKings,74.5,-700.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia Under 75.5,Team Total,DraftKings,75.5,-900.0
24631-15094-2024-12-31,Kansas vs West Virginia,Over 143,Total Points,DraftKings,143.0,-108.0
24631-15094-2024-12-31,Kansas vs West Virginia,Under 143,Total Points,DraftKings,143.0,-112.0
24631-15094-2024-12-31,Kansas vs West Virginia,Kansas,Moneyline,DraftKings,,-750.0
24631-15094-2024-12-31,Kansas vs West Virginia,West Virginia,Moneyline,DraftKings,,525.0
24697-94253-2024-12-31,Georgia Tech vs Notre Dame,Over 144.5,Total Points,BookMaker,144.5,-105.0
24697-94253-2024-12-31,Georgia Tech vs Notre Dame,Under 144.5,Total Points,BookMaker,144.5,-115.0
24697-94253-2024-12-31,Georgia Tech vs Notre Dame,Georgia Tech +1,Point Spread,BookMaker,1.0,-116.0
24697-94253-2024-12-31,Georgia Tech vs Notre Dame,Notre Dame -1,Point Spread,BookMaker,-1.0,-104.0
13995-24719-2024-12-31,Syracuse vs Wake Forest,Over 144,Total Points,BookMaker,144.0,-110.0
13995-24719-2024-12-31,Syracuse vs Wake Forest,Under 144,Total Points,BookMaker,144.0,-110.0
13995-24719-2024-12-31,Syracuse vs Wake Forest,Syracuse +1,Point Spread,BookMaker,1.0,-105.0
13995-24719-2024-12-31,Syracuse vs Wake Forest,Wake Forest -1,Point Spread,BookMaker,-1.0,-115.0
17620-17252-2024-12-31,George Mason vs Davidson,Over 136.5,Total Points,BookMaker,136.5,-110.0
